"Regió sanitària","Àrea bàsica de salut","Àmbit","Indicador","Mesura","Període","ABS homes","ABS dones","ABS total","Catalunya homes","Catalunya dones","Catalunya total"
"Barcelona - Metropolitana Sud","Cubelles - Cunit","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",6.2,7.6,6.9,6.2,7.9,7.1
"Terres de l'Ebre","Deltebre","Demogràfic","Població assignada de 0-14 anys","Persones","2022",988,985,1973,563490,531360,1094850
"Terres de l'Ebre","Deltebre","Demogràfic","Població assignada de 15-54 anys","Persones","2022",3900,3533,7433,2090135,2009939,4100074
"Terres de l'Ebre","Deltebre","Demogràfic","Població assignada de 55-64 anys","Persones","2022",1038,1021,2059,485653,501618,987271
"Terres de l'Ebre","Deltebre","Demogràfic","Població assignada de 65 anys o més","Persones","2022",1594,1886,3480,631736,839322,1471058
"Terres de l'Ebre","Deltebre","Demogràfic","Població assignada total","Persones","2022",7520,7425,14945,3771014,3882239,7653253
"Terres de l'Ebre","Deltebre","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",15.7,20.6,18.3,13.3,20.1,17.2
"Terres de l'Ebre","Deltebre","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",920,900,1820,490319,461101,951420
"Terres de l'Ebre","Deltebre","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",3079,3149,6228,1491869,1646703,3138572
"Terres de l'Ebre","Deltebre","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",910,970,1880,406344,447653,853997
"Terres de l'Ebre","Deltebre","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",1583,1837,3420,612072,818797,1430869
"Terres de l'Ebre","Deltebre","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",6492,6856,13348,3000604,3374254,6374858
"Terres de l'Ebre","Deltebre","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",4.9,5.5,5.2,3.5,4.2,3.9
"Terres de l'Ebre","Deltebre","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.3,0.5,0.4,0.2,0.3,0.2
"Terres de l'Ebre","Deltebre","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",0.8,1.2,1,1.1,1.5,1.3
"Terres de l'Ebre","Deltebre","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",2.1,2.8,2.5,1.5,2,1.7
"Terres de l'Ebre","Deltebre","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",8.1,10.1,9.1,6.2,7.9,7.1
"Barcelona - Metropolitana Nord","El Masnou","Demogràfic","Població assignada de 0-14 anys","Persones","2022",2852,2597,5449,563490,531360,1094850
"Barcelona - Metropolitana Nord","El Masnou","Demogràfic","Població assignada de 15-54 anys","Persones","2022",6114,6188,12302,2090135,2009939,4100074
"Barcelona - Metropolitana Nord","El Masnou","Demogràfic","Població assignada de 55-64 anys","Persones","2022",1568,1738,3306,485653,501618,987271
"Barcelona - Metropolitana Nord","El Masnou","Demogràfic","Població assignada de 65 anys o més","Persones","2022",2293,2940,5233,631736,839322,1471058
"Barcelona - Metropolitana Nord","El Masnou","Demogràfic","Població assignada total","Persones","2022",12827,13463,26290,3771014,3882239,7653253
"Barcelona - Metropolitana Nord","El Masnou","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",11.4,19.4,15.9,13.3,20.1,17.2
"Barcelona - Metropolitana Nord","El Masnou","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",2464,2275,4739,490319,461101,951420
"Barcelona - Metropolitana Nord","El Masnou","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",4289,4897,9186,1491869,1646703,3138572
"Barcelona - Metropolitana Nord","El Masnou","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",1228,1450,2678,406344,447653,853997
"Barcelona - Metropolitana Nord","El Masnou","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",2228,2842,5070,612072,818797,1430869
"Barcelona - Metropolitana Nord","El Masnou","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",10209,11464,21673,3000604,3374254,6374858
"Barcelona - Metropolitana Nord","El Masnou","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",3.6,4,3.8,3.5,4.2,3.9
"Barcelona - Metropolitana Nord","El Masnou","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.1,0.3,0.2,0.2,0.3,0.2
"Barcelona - Metropolitana Nord","El Masnou","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",1.2,1.7,1.4,1.1,1.5,1.3
"Barcelona - Metropolitana Nord","El Masnou","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",1.4,1.9,1.7,1.5,2,1.7
"Barcelona - Metropolitana Nord","El Masnou","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",6.3,7.9,7.1,6.2,7.9,7.1
"Camp de Tarragona","El Morell","Demogràfic","Població assignada de 0-14 anys","Persones","2022",1122,1002,2124,563490,531360,1094850
"Camp de Tarragona","El Morell","Demogràfic","Població assignada de 15-54 anys","Persones","2022",3301,3030,6331,2090135,2009939,4100074
"Camp de Tarragona","El Morell","Demogràfic","Població assignada de 55-64 anys","Persones","2022",677,615,1292,485653,501618,987271
"Camp de Tarragona","El Morell","Demogràfic","Població assignada de 65 anys o més","Persones","2022",717,888,1605,631736,839322,1471058
"Camp de Tarragona","El Morell","Demogràfic","Població assignada total","Persones","2022",5817,5535,11352,3771014,3882239,7653253
"Camp de Tarragona","El Morell","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",14.5,19.3,17.1,13.3,20.1,17.2
"Camp de Tarragona","El Morell","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",1024,905,1929,490319,461101,951420
"Camp de Tarragona","El Morell","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",2583,2671,5254,1491869,1646703,3138572
"Camp de Tarragona","El Morell","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",602,586,1188,406344,447653,853997
"Camp de Tarragona","El Morell","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",739,883,1622,612072,818797,1430869
"Camp de Tarragona","El Morell","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",4948,5045,9993,3000604,3374254,6374858
"Camp de Tarragona","El Morell","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",4.5,5.6,5,3.5,4.2,3.9
"Camp de Tarragona","El Morell","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.1,0.2,0.1,0.2,0.3,0.2
"Camp de Tarragona","El Morell","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",1.1,1.7,1.4,1.1,1.5,1.3
"Camp de Tarragona","El Morell","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",1.1,1.6,1.3,1.5,2,1.7
"Camp de Tarragona","El Morell","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",6.8,9,7.9,6.2,7.9,7.1
"Barcelona - Metropolitana Sud","Esparreguera","Demogràfic","Població assignada de 0-14 anys","Persones","2022",2135,1942,4077,563490,531360,1094850
"Barcelona - Metropolitana Sud","Esparreguera","Demogràfic","Població assignada de 15-54 anys","Persones","2022",7797,7112,14909,2090135,2009939,4100074
"Barcelona - Metropolitana Sud","Esparreguera","Demogràfic","Població assignada de 55-64 anys","Persones","2022",1765,1704,3469,485653,501618,987271
"Barcelona - Metropolitana Sud","Esparreguera","Demogràfic","Població assignada de 65 anys o més","Persones","2022",2123,2514,4637,631736,839322,1471058
"Barcelona - Metropolitana Sud","Esparreguera","Demogràfic","Població assignada total","Persones","2022",13820,13272,27092,3771014,3882239,7653253
"Barcelona - Metropolitana Sud","Esparreguera","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",11.6,16.6,14.3,13.3,20.1,17.2
"Barcelona - Metropolitana Sud","Esparreguera","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",1878,1660,3538,490319,461101,951420
"Barcelona - Metropolitana Sud","Esparreguera","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",5698,5918,11616,1491869,1646703,3138572
"Barcelona - Metropolitana Sud","Esparreguera","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",1482,1560,3042,406344,447653,853997
"Barcelona - Metropolitana Sud","Esparreguera","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",2071,2454,4525,612072,818797,1430869
"Barcelona - Metropolitana Sud","Esparreguera","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",11129,11592,22721,3000604,3374254,6374858
"Barcelona - Metropolitana Sud","Esparreguera","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",3.6,4.2,3.9,3.5,4.2,3.9
"Barcelona - Metropolitana Sud","Esparreguera","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.1,0.2,0.1,0.2,0.3,0.2
"Barcelona - Metropolitana Sud","Esparreguera","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",1,1.4,1.2,1.1,1.5,1.3
"Barcelona - Metropolitana Sud","Esparreguera","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",1.4,1.7,1.5,1.5,2,1.7
"Barcelona - Metropolitana Sud","Esparreguera","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",6.1,7.5,6.8,6.2,7.9,7.1
"Barcelona - Metropolitana Sud","Esplugues de Llobregat 1 - Can Vidalet","Demogràfic","Població assignada de 0-14 anys","Persones","2022",1224,1178,2402,563490,531360,1094850
"Barcelona - Metropolitana Sud","Esplugues de Llobregat 1 - Can Vidalet","Demogràfic","Població assignada de 15-54 anys","Persones","2022",4540,4586,9126,2090135,2009939,4100074
"Barcelona - Metropolitana Sud","Esplugues de Llobregat 1 - Can Vidalet","Demogràfic","Població assignada de 55-64 anys","Persones","2022",980,1160,2140,485653,501618,987271
"Barcelona - Metropolitana Sud","Esplugues de Llobregat 1 - Can Vidalet","Demogràfic","Població assignada de 65 anys o més","Persones","2022",1777,2330,4107,631736,839322,1471058
"Barcelona - Metropolitana Sud","Esplugues de Llobregat 1 - Can Vidalet","Demogràfic","Població assignada total","Persones","2022",8521,9254,17775,3771014,3882239,7653253
"Barcelona - Metropolitana Sud","Esplugues de Llobregat 1 - Can Vidalet","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",12.2,15.5,14.1,13.3,20.1,17.2
"Barcelona - Metropolitana Sud","Esplugues de Llobregat 1 - Can Vidalet","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",1130,1065,2195,490319,461101,951420
"Barcelona - Metropolitana Sud","Esplugues de Llobregat 1 - Can Vidalet","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",3181,3807,6988,1491869,1646703,3138572
"Barcelona - Metropolitana Sud","Esplugues de Llobregat 1 - Can Vidalet","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",824,1034,1858,406344,447653,853997
"Barcelona - Metropolitana Sud","Esplugues de Llobregat 1 - Can Vidalet","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",1725,2285,4010,612072,818797,1430869
"Barcelona - Metropolitana Sud","Esplugues de Llobregat 1 - Can Vidalet","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",6860,8191,15051,3000604,3374254,6374858
"Barcelona - Metropolitana Sud","Esplugues de Llobregat 1 - Can Vidalet","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",3.9,4.5,4.2,3.5,4.2,3.9
"Barcelona - Metropolitana Sud","Esplugues de Llobregat 1 - Can Vidalet","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.2,0.4,0.3,0.2,0.3,0.2
"Barcelona - Metropolitana Sud","Esplugues de Llobregat 1 - Can Vidalet","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",1.4,1.9,1.7,1.1,1.5,1.3
"Barcelona - Metropolitana Sud","Esplugues de Llobregat 1 - Can Vidalet","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",1.3,1.7,1.5,1.5,2,1.7
"Barcelona - Metropolitana Sud","Esplugues de Llobregat 1 - Can Vidalet","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",6.7,8.3,7.6,6.2,7.9,7.1
"Barcelona - Metropolitana Sud","Esplugues de Llobregat 2 - Lluís Millet","Demogràfic","Població assignada de 0-14 anys","Persones","2022",2184,2041,4225,563490,531360,1094850
"Barcelona - Metropolitana Sud","Esplugues de Llobregat 2 - Lluís Millet","Demogràfic","Població assignada de 15-54 anys","Persones","2022",7361,7636,14997,2090135,2009939,4100074
"Barcelona - Metropolitana Sud","Esplugues de Llobregat 2 - Lluís Millet","Demogràfic","Població assignada de 55-64 anys","Persones","2022",1791,2116,3907,485653,501618,987271
"Barcelona - Metropolitana Sud","Esplugues de Llobregat 2 - Lluís Millet","Demogràfic","Població assignada de 65 anys o més","Persones","2022",2951,4037,6988,631736,839322,1471058
"Barcelona - Metropolitana Sud","Esplugues de Llobregat 2 - Lluís Millet","Demogràfic","Població assignada total","Persones","2022",14287,15830,30117,3771014,3882239,7653253
"Barcelona - Metropolitana Sud","Esplugues de Llobregat 2 - Lluís Millet","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",12.3,17.6,15.4,13.3,20.1,17.2
"Barcelona - Metropolitana Sud","Esplugues de Llobregat 2 - Lluís Millet","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",1758,1639,3397,490319,461101,951420
"Barcelona - Metropolitana Sud","Esplugues de Llobregat 2 - Lluís Millet","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",4919,5943,10862,1491869,1646703,3138572
"Barcelona - Metropolitana Sud","Esplugues de Llobregat 2 - Lluís Millet","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",1432,1800,3232,406344,447653,853997
"Barcelona - Metropolitana Sud","Esplugues de Llobregat 2 - Lluís Millet","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",2816,3888,6704,612072,818797,1430869
"Barcelona - Metropolitana Sud","Esplugues de Llobregat 2 - Lluís Millet","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",10925,13270,24195,3000604,3374254,6374858
"Barcelona - Metropolitana Sud","Esplugues de Llobregat 2 - Lluís Millet","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",3.7,4.3,4,3.5,4.2,3.9
"Barcelona - Metropolitana Sud","Esplugues de Llobregat 2 - Lluís Millet","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.1,0.2,0.2,0.2,0.3,0.2
"Barcelona - Metropolitana Sud","Esplugues de Llobregat 2 - Lluís Millet","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",0.9,1.1,1,1.1,1.5,1.3
"Barcelona - Metropolitana Sud","Esplugues de Llobregat 2 - Lluís Millet","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",1.9,2.4,2.2,1.5,2,1.7
"Barcelona - Metropolitana Sud","Esplugues de Llobregat 2 - Lluís Millet","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",6.6,8,7.4,6.2,7.9,7.1
"Camp de Tarragona","Falset","Demogràfic","Població assignada de 0-14 anys","Persones","2022",423,401,824,563490,531360,1094850
"Camp de Tarragona","Falset","Demogràfic","Població assignada de 15-54 anys","Persones","2022",1653,1375,3028,2090135,2009939,4100074
"Camp de Tarragona","Falset","Demogràfic","Població assignada de 55-64 anys","Persones","2022",486,459,945,485653,501618,987271
"Camp de Tarragona","Falset","Demogràfic","Població assignada de 65 anys o més","Persones","2022",801,984,1785,631736,839322,1471058
"Camp de Tarragona","Falset","Demogràfic","Població assignada total","Persones","2022",3363,3219,6582,3771014,3882239,7653253
"Camp de Tarragona","Falset","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",15.7,27.4,22.2,13.3,20.1,17.2
"Camp de Tarragona","Falset","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",396,381,777,490319,461101,951420
"Camp de Tarragona","Falset","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",1346,1258,2604,1491869,1646703,3138572
"Camp de Tarragona","Falset","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",448,444,892,406344,447653,853997
"Camp de Tarragona","Falset","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",814,949,1763,612072,818797,1430869
"Camp de Tarragona","Falset","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",3004,3032,6036,3000604,3374254,6374858
"Camp de Tarragona","Falset","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",5,5.8,5.4,3.5,4.2,3.9
"Camp de Tarragona","Falset","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.4,0.7,0.5,0.2,0.3,0.2
"Camp de Tarragona","Falset","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",2.2,3.1,2.6,1.1,1.5,1.3
"Camp de Tarragona","Falset","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",1.1,1.4,1.3,1.5,2,1.7
"Camp de Tarragona","Falset","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",8.7,11,9.8,6.2,7.9,7.1
"Girona","Figueres","Demogràfic","Població assignada de 0-14 anys","Persones","2022",4092,3862,7954,563490,531360,1094850
"Girona","Figueres","Demogràfic","Població assignada de 15-54 anys","Persones","2022",13676,13150,26826,2090135,2009939,4100074
"Girona","Figueres","Demogràfic","Població assignada de 55-64 anys","Persones","2022",2874,2898,5772,485653,501618,987271
"Girona","Figueres","Demogràfic","Població assignada de 65 anys o més","Persones","2022",3299,4479,7778,631736,839322,1471058
"Girona","Figueres","Demogràfic","Població assignada total","Persones","2022",23941,24389,48330,3771014,3882239,7653253
"Girona","Figueres","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",12.3,20.1,16.8,13.3,20.1,17.2
"Girona","Figueres","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",3640,3435,7075,490319,461101,951420
"Girona","Figueres","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",9031,10379,19410,1491869,1646703,3138572
"Girona","Figueres","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",2219,2503,4722,406344,447653,853997
"Girona","Figueres","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",3137,4333,7470,612072,818797,1430869
"Girona","Figueres","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",18027,20650,38677,3000604,3374254,6374858
"Girona","Figueres","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",3.6,4.3,3.9,3.5,4.2,3.9
"Girona","Figueres","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.1,0.2,0.2,0.2,0.3,0.2
"Girona","Figueres","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",0.9,1.2,1.1,1.1,1.5,1.3
"Girona","Figueres","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",1,1.4,1.2,1.5,2,1.7
"Girona","Figueres","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",5.6,7.1,6.4,6.2,7.9,7.1
"Terres de l'Ebre","Flix","Demogràfic","Població assignada de 0-14 anys","Persones","2022",407,369,776,563490,531360,1094850
"Terres de l'Ebre","Flix","Demogràfic","Població assignada de 15-54 anys","Persones","2022",1665,1405,3070,2090135,2009939,4100074
"Terres de l'Ebre","Flix","Demogràfic","Població assignada de 55-64 anys","Persones","2022",598,559,1157,485653,501618,987271
"Terres de l'Ebre","Flix","Demogràfic","Població assignada de 65 anys o més","Persones","2022",1010,1157,2167,631736,839322,1471058
"Terres de l'Ebre","Flix","Demogràfic","Població assignada total","Persones","2022",3680,3490,7170,3771014,3882239,7653253
"Terres de l'Ebre","Flix","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",17.5,22.1,20,13.3,20.1,17.2
"Terres de l'Ebre","Flix","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",380,333,713,490319,461101,951420
"Terres de l'Ebre","Flix","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",1379,1258,2637,1491869,1646703,3138572
"Terres de l'Ebre","Flix","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",535,528,1063,406344,447653,853997
"Terres de l'Ebre","Flix","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",1015,1148,2163,612072,818797,1430869
"Terres de l'Ebre","Flix","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",3309,3267,6576,3000604,3374254,6374858
"Terres de l'Ebre","Flix","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",5.8,6.6,6.2,3.5,4.2,3.9
"Terres de l'Ebre","Flix","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.6,1.2,0.9,0.2,0.3,0.2
"Terres de l'Ebre","Flix","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",1.9,2.7,2.3,1.1,1.5,1.3
"Terres de l'Ebre","Flix","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",1.8,2.3,2,1.5,2,1.7
"Terres de l'Ebre","Flix","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",10,12.7,11.3,6.2,7.9,7.1
"Barcelona - Metropolitana Sud","Gavà 1","Demogràfic","Població assignada de 0-14 anys","Persones","2022",1671,1538,3209,563490,531360,1094850
"Barcelona - Metropolitana Sud","Gavà 1","Demogràfic","Població assignada de 15-54 anys","Persones","2022",6046,5886,11932,2090135,2009939,4100074
"Barcelona - Metropolitana Sud","Gavà 1","Demogràfic","Població assignada de 55-64 anys","Persones","2022",1440,1552,2992,485653,501618,987271
"Barcelona - Metropolitana Sud","Gavà 1","Demogràfic","Població assignada de 65 anys o més","Persones","2022",1783,2378,4161,631736,839322,1471058
"Barcelona - Metropolitana Sud","Gavà 1","Demogràfic","Població assignada total","Persones","2022",10940,11354,22294,3771014,3882239,7653253
"Barcelona - Metropolitana Sud","Gavà 1","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",12.1,17.7,15.3,13.3,20.1,17.2
"Barcelona - Metropolitana Sud","Gavà 1","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",1421,1313,2734,490319,461101,951420
"Barcelona - Metropolitana Sud","Gavà 1","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",4343,4798,9141,1491869,1646703,3138572
"Barcelona - Metropolitana Sud","Gavà 1","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",1265,1390,2655,406344,447653,853997
"Barcelona - Metropolitana Sud","Gavà 1","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",1769,2378,4147,612072,818797,1430869
"Barcelona - Metropolitana Sud","Gavà 1","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",8798,9879,18677,3000604,3374254,6374858
"Barcelona - Metropolitana Sud","Gavà 1","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",4,5,4.5,3.5,4.2,3.9
"Barcelona - Metropolitana Sud","Gavà 1","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.2,0.2,0.2,0.2,0.3,0.2
"Barcelona - Metropolitana Sud","Gavà 1","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",0.7,1,0.9,1.1,1.5,1.3
"Barcelona - Metropolitana Sud","Gavà 1","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",2.1,2.7,2.4,1.5,2,1.7
"Barcelona - Metropolitana Sud","Gavà 1","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",7,8.9,7.9,6.2,7.9,7.1
"Barcelona - Metropolitana Sud","Gavà 2","Demogràfic","Població assignada de 0-14 anys","Persones","2022",2051,1932,3983,563490,531360,1094850
"Barcelona - Metropolitana Sud","Gavà 2","Demogràfic","Població assignada de 15-54 anys","Persones","2022",6888,7064,13952,2090135,2009939,4100074
"Barcelona - Metropolitana Sud","Gavà 2","Demogràfic","Població assignada de 55-64 anys","Persones","2022",1709,1764,3473,485653,501618,987271
"Barcelona - Metropolitana Sud","Gavà 2","Demogràfic","Població assignada de 65 anys o més","Persones","2022",2049,2584,4633,631736,839322,1471058
"Barcelona - Metropolitana Sud","Gavà 2","Demogràfic","Població assignada total","Persones","2022",12697,13344,26041,3771014,3882239,7653253
"Barcelona - Metropolitana Sud","Gavà 2","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",12,17,14.8,13.3,20.1,17.2
"Barcelona - Metropolitana Sud","Gavà 2","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",1665,1598,3263,490319,461101,951420
"Barcelona - Metropolitana Sud","Gavà 2","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",4340,5205,9545,1491869,1646703,3138572
"Barcelona - Metropolitana Sud","Gavà 2","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",1290,1514,2804,406344,447653,853997
"Barcelona - Metropolitana Sud","Gavà 2","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",1948,2509,4457,612072,818797,1430869
"Barcelona - Metropolitana Sud","Gavà 2","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",9243,10826,20069,3000604,3374254,6374858
"Barcelona - Metropolitana Sud","Gavà 2","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",3.6,4.2,3.9,3.5,4.2,3.9
"Barcelona - Metropolitana Sud","Gavà 2","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.1,0.2,0.2,0.2,0.3,0.2
"Barcelona - Metropolitana Sud","Gavà 2","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",1.4,1.7,1.6,1.1,1.5,1.3
"Barcelona - Metropolitana Sud","Gavà 2","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",0.9,1.1,1,1.5,2,1.7
"Barcelona - Metropolitana Sud","Gavà 2","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",6,7.2,6.6,6.2,7.9,7.1
"Girona","Girona 1 - Santa Clara","Demogràfic","Població assignada de 0-14 anys","Persones","2022",1592,1509,3101,563490,531360,1094850
"Girona","Girona 1 - Santa Clara","Demogràfic","Població assignada de 15-54 anys","Persones","2022",6901,7496,14397,2090135,2009939,4100074
